,smooth_trend,original_trend,buy_hold
119,10148.7993956783,10565.946420136932,9850.119854506764
120,10148.7993956783,10565.946420136932,9846.524337422034
121,10148.7993956783,10565.946420136932,9838.891541298011
122,10148.7993956783,10565.946420136932,9855.754091199984
123,10148.7993956783,10565.946420136932,9840.72709765467
124,10148.7993956783,10565.946420136932,9855.638335393709
125,10148.7993956783,10565.946420136932,9822.78494768192
126,10148.7993956783,10565.946420136932,9732.237921176911
127,10148.7993956783,10565.946420136932,9696.013440902763
128,10148.7993956783,10565.946420136932,9642.22006407202
129,10148.7993956783,10565.946420136932,9631.825665141132
130,10148.7993956783,10565.946420136932,9407.004265719579
131,10148.7993956783,10565.946420136932,9347.404199667899
132,10148.7993956783,10565.946420136932,9449.557517524603
133,10148.7993956783,10565.946420136932,9397.48157888085
134,10148.7993956783,10565.946420136932,9176.732893949491
135,10148.7993956783,10565.946420136932,9261.409447421942
136,10148.7993956783,10565.946420136932,9248.196748962746
137,10148.7993956783,10565.946420136932,9425.262972387043
138,10148.7993956783,10565.946420136932,9358.266346550678
139,10148.7993956783,10565.946420136932,9444.986344358404
140,10148.7993956783,10565.946420136932,9498.90728881239
141,10148.7993956783,10565.946420136932,9461.433118303143
142,10148.7993956783,10565.946420136932,9402.9268265026
143,10148.7993956783,10565.946420136932,9469.505314018335
144,10148.7993956783,10565.946420136932,9452.29077197075
145,10148.7993956783,10565.946420136932,9480.164297649284
146,10148.7993956783,10565.946420136932,9491.52017848128
147,10148.7993956783,10565.946420136932,9403.207947746412
148,10148.7993956783,10565.946420136932,9446.914032887405
149,10148.7993956783,10565.946420136932,9440.261617571638
150,10148.7993956783,10565.946420136932,9465.404251167422
151,10148.7993956783,10565.946420136932,9442.364120991748
152,10148.7993956783,10565.946420136932,9754.085057838924
153,10148.7993956783,10565.946420136932,9785.615522050419
154,10148.7993956783,10427.126592537836,9937.16113373599
155,10148.7993956783,10427.126592537836,9880.232900682227
156,10148.7993956783,10427.126592537836,9878.224891797852
157,10148.7993956783,10427.126592537836,9853.450786891435
158,10148.7993956783,10427.126592537836,9865.520101468233
159,10148.7993956783,10427.126592537836,9877.986293095119
160,10148.7993956783,10427.126592537836,9900.776012751094
161,10148.7993956783,10427.126592537836,9950.423441826448
162,10148.7993956783,10427.126592537836,9976.692922760876
163,10148.7993956783,10427.126592537836,10013.779665673608
164,10148.7993956783,10427.126592537836,10033.425079652989
165,10148.7993956783,10427.126592537836,9982.877590124755
166,10148.7993956783,10427.126592537836,9871.352776686497
167,10148.7993956783,10427.126592537836,9929.263752911907
168,10148.7993956783,10427.126592537836,10000.16772780093
169,10148.7993956783,10427.126592537836,9934.555446913088
170,10148.7993956783,10427.126592537836,9980.264816211671
171,10148.7993956783,10427.126592537836,10073.530922982465
172,10148.7993956783,10427.126592537836,10157.215283829693
173,10148.7993956783,10427.126592537836,10229.67133146817
174,10148.7993956783,10427.126592537836,10280.936979467991
175,10148.7993956783,10427.126592537836,10242.794260118417
176,10148.7993956783,10427.126592537836,10285.19632066626
177,10148.7993956783,10427.126592537836,10246.869336972004
178,10148.7993956783,10427.126592537836,10287.615380781088
179,10148.7993956783,10427.126592537836,10144.24827116341
180,10148.7993956783,10427.126592537836,10141.642584340507
181,10148.7993956783,10427.126592537836,10169.976770880754
182,10148.7993956783,10427.126592537836,10075.002675376543
183,10148.7993956783,10427.126592537836,10243.46753368553
184,10148.7993956783,10427.126592537836,10237.216720146638
185,10148.7993956783,10427.126592537836,10058.94332902832
186,10148.7993956783,10330.38670938262,9925.623350922704
187,10138.345562126518,10330.38670938262,9966.848954500645
188,10138.345562126518,10330.38670938262,9942.601656630954
189,10138.345562126518,10244.251327792395,10043.852551671383
190,10138.345562126518,10244.251327792395,10209.884175685187
191,10138.345562126518,10244.251327792395,10177.756033535166
192,10138.345562126518,10244.251327792395,10166.962395190794
193,10138.345562126518,10244.251327792395,10178.689167075552
194,10138.345562126518,10244.251327792395,10193.222426671651
195,10138.345562126518,10244.251327792395,10215.353046940869
196,10138.345562126518,10244.251327792395,10172.802157499242
197,10138.345562126518,10244.251327792395,10205.409859418118
198,10138.345562126518,10244.251327792395,10199.253540414958
199,10138.345562126518,10244.251327792395,10170.694929352341
200,10138.345562126518,10244.251327792395,10156.990859307321
201,10138.345562126518,10244.251327792395,10186.288890112068
202,10138.345562126518,10244.251327792395,10172.594269520623
203,10138.345562126518,10244.251327792395,10160.782452553703
204,10138.345562126518,10244.251327792395,10164.578770526874
205,10138.345562126518,10244.251327792395,10121.553046043173
206,10138.345562126518,10244.251327792395,10172.360395544678
207,10138.345562126518,10244.251327792395,10144.746729839413
208,10138.345562126518,10244.251327792395,10072.276508020579
209,10138.345562126518,10244.251327792395,10059.623689685615
210,10138.345562126518,10244.251327792395,10091.617177122213
211,10138.345562126518,10244.251327792395,10175.143259622084
212,10138.345562126518,10244.251327792395,10204.011340289235
213,10138.345562126518,10244.251327792395,10074.069541836157
214,10138.345562126518,10244.251327792395,10102.732096888083
215,10138.345562126518,10244.251327792395,10089.34694590117
216,10138.345562126518,10244.251327792395,10122.989362986349
217,10138.345562126518,10244.251327792395,10132.17659422322
218,10138.345562126518,10244.251327792395,10117.284255391327
219,10138.345562126518,10244.251327792395,10216.014508691018
220,10138.345562126518,10244.251327792395,10224.020558231196
221,10138.345562126518,10244.251327792395,10181.538177327973
222,10138.345562126518,10244.251327792395,10110.915323682766
223,10138.345562126518,10244.251327792395,10138.798298814872
224,10138.345562126518,10244.251327792395,10141.222083656485
225,10138.345562126518,10244.251327792395,10174.954270550614
226,10138.345562126518,10244.251327792395,10303.558971323035
227,10248.25134815706,10553.494996949801,10476.987155121522
228,10248.25134815706,10553.494996949801,10522.200428107493
229,10248.25134815706,10553.494996949801,10515.644869690854
230,10248.25134815706,10553.494996949801,10559.521044996172
231,10248.25134815706,10553.494996949801,10732.76023972319
232,10248.25134815706,10553.494996949801,10697.759463686813
233,10248.25134815706,10553.494996949801,10698.82488957723
234,10248.25134815706,10553.494996949801,10881.220604817001
235,10248.25134815706,10553.494996949801,10914.591350111941
236,10248.25134815706,10553.494996949801,11145.635214711665
237,10248.25134815706,10553.494996949801,11140.903400834719
238,10248.25134815706,10553.494996949801,11223.46563907009
239,10248.25134815706,10553.494996949801,11134.473047677926
240,10248.25134815706,10553.494996949801,11192.079279025593
241,10248.25134815706,10553.494996949801,11138.949726308389
242,10248.25134815706,10553.494996949801,11146.102962663555
243,10248.25134815706,10553.494996949801,11186.612770133303
244,10248.25134815706,10553.494996949801,11228.57070636319
245,10248.25134815706,10553.494996949801,11280.542701017635
246,10248.25134815706,10553.494996949801,11462.095052525969
247,10248.25134815706,10553.494996949801,11381.753435880377
248,10248.25134815706,10553.494996949801,11436.60515151136
249,10248.25134815706,10553.494996949801,11374.881320769025
250,10248.25134815706,10553.494996949801,11406.435408614452
251,10248.25134815706,10553.494996949801,11410.212827680472
252,10248.25134815706,10553.494996949801,11373.598557446418
253,10248.25134815706,10553.494996949801,11387.531776740596
254,10248.25134815706,10553.494996949801,11316.43645041671
255,10248.25134815706,10553.494996949801,11792.398339825502
256,10248.25134815706,10553.494996949801,11701.265447198934
257,10248.25134815706,10553.494996949801,11792.273134565652
258,10248.25134815706,10553.494996949801,11762.204973294663
259,10248.25134815706,10553.494996949801,11807.822210420904
260,10248.25134815706,10553.494996949801,11809.010479207778
261,10248.25134815706,10553.494996949801,11511.199138020847
262,10248.25134815706,10553.494996949801,11584.257588324634
263,10248.25134815706,10553.494996949801,11740.849208218473
264,10248.25134815706,10553.494996949801,11698.095155525014
265,10248.25134815706,10553.494996949801,11773.766379741883
266,10248.25134815706,10553.494996949801,12179.192822951023
267,10248.25134815706,10553.494996949801,12187.432746467146
268,10248.25134815706,10553.494996949801,12208.221544328922
269,10248.25134815706,10553.494996949801,12235.9013562092
270,10248.25134815706,10553.494996949801,12365.394305617536
271,10248.25134815706,10553.494996949801,12231.516809751081
272,10248.25134815706,10553.494996949801,12362.247637577548
273,10248.25134815706,10553.494996949801,12272.059690308335
274,10248.25134815706,10553.494996949801,12284.764480637952
275,10248.25134815706,10553.494996949801,12255.941284875276
276,10248.25134815706,10553.494996949801,12350.494879695463
277,10248.25134815706,10553.494996949801,12220.975944289803
278,10248.25134815706,10553.494996949801,12334.811149126788
279,10248.25134815706,10553.494996949801,12257.833537953378
280,10248.25134815706,10553.494996949801,12226.716487335725
281,10248.25134815706,10553.494996949801,12313.608937671168
282,10248.25134815706,10553.494996949801,12276.907259991558
283,10248.25134815706,10553.494996949801,12263.342569386748
284,10248.25134815706,10553.494996949801,12211.169773843867
285,10248.25134815706,10553.494996949801,12044.405817178114
286,10248.25134815706,10553.494996949801,12141.232005582739
287,10248.25134815706,10553.494996949801,12199.868227369916
288,10248.25134815706,10553.494996949801,12161.44438677653
289,10248.25134815706,10553.494996949801,12206.591513587487
290,10248.25134815706,10553.494996949801,12244.604302950429
291,10248.25134815706,10553.494996949801,12230.897870542014
292,10248.25134815706,10553.494996949801,12227.148799836716
293,10248.25134815706,10553.494996949801,12316.812302432596
294,10248.25134815706,10553.494996949801,12299.363886409063
295,10248.25134815706,10553.494996949801,12377.376212748779
296,10248.25134815706,10553.494996949801,12363.717027608234
297,10248.25134815706,10553.494996949801,12314.525534667802
298,10248.25134815706,10553.494996949801,12241.91120868197
299,10248.25134815706,10553.494996949801,12231.072685433126
300,10248.25134815706,10553.494996949801,12185.12471743181
301,10248.25134815706,10553.494996949801,12246.321741137415
302,10248.25134815706,10553.494996949801,12352.04222771813
303,10248.25134815706,10553.494996949801,12208.6940170076
304,10248.25134815706,10553.494996949801,12308.175501866384
305,10248.25134815706,10553.494996949801,12345.432334943442
306,10248.25134815706,10553.494996949801,12284.759755911165
307,10248.25134815706,10553.494996949801,12182.386738258876
308,10248.25134815706,10553.494996949801,12039.910239640505
309,10248.25134815706,10553.494996949801,12084.906175194288
310,10248.25134815706,10553.494996949801,12061.755013939126
311,10248.25134815706,10553.494996949801,12248.710090528128
312,10248.25134815706,10553.494996949801,12186.511424743725
313,10248.25134815706,10553.494996949801,12243.569587784124
314,10248.25134815706,10553.494996949801,12195.001758779546
315,10248.25134815706,10553.494996949801,12190.36207707494
316,10248.25134815706,10553.494996949801,12168.531476956681
317,10248.25134815706,10553.494996949801,12116.188591249474
318,10248.25134815706,10553.494996949801,12071.676940191339
319,10248.25134815706,10553.494996949801,12028.2000042995
320,10248.25134815706,10553.494996949801,12099.777252755637
321,10248.25134815706,10553.494996949801,12027.054258053711
322,10248.25134815706,10553.494996949801,12071.461965122538
323,10248.25134815706,10553.494996949801,11987.612238837775
324,10248.25134815706,10553.494996949801,12012.610768266562
325,10248.25134815706,10553.494996949801,12064.282742770045
326,10248.25134815706,10553.494996949801,12076.352057346845
327,10248.25134815706,10553.494996949801,12071.521024207375
328,10248.25134815706,10553.494996949801,12179.653483812732
329,10248.25134815706,10553.494996949801,12182.287518996356
330,10248.25134815706,10553.494996949801,12195.698655980596
331,10248.25134815706,10553.494996949801,12217.973380416812
332,10248.25134815706,10553.494996949801,12200.425745130757
333,10248.25134815706,10553.494996949801,12171.845872797598
334,10248.25134815706,10553.494996949801,12207.030913178658
335,10248.25134815706,10553.494996949801,12220.23416218428
336,10248.25134815706,10553.494996949801,12179.30385403051
337,10248.25134815706,10553.494996949801,12117.331975131872
338,10248.25134815706,10553.494996949801,12069.316939161348
339,10248.25134815706,10825.535446891708,12483.276238947386
340,10426.771148876596,10825.535446891708,12871.835407527766
341,10426.771148876596,10825.535446891708,12869.321852877207
342,10426.771148876596,10825.535446891708,13150.710043753334
343,10426.771148876596,10825.535446891708,13243.191845877524
344,10426.771148876596,10825.535446891708,13353.918180488818
345,10426.771148876596,10825.535446891708,13405.386991740472
346,10426.771148876596,10825.535446891708,13545.716102034256
347,10426.771148876596,10825.535446891708,13474.292407198689
348,10426.771148876596,10825.535446891708,13445.721984319105
349,10426.771148876596,10825.535446891708,13758.664263040659
350,10426.771148876596,10825.535446891708,13924.032062940922
351,10426.771148876596,10825.535446891708,14402.436636098473
352,10426.771148876596,10825.535446891708,14398.86710501107
353,10426.771148876596,10825.535446891708,14748.73076120782
354,10426.771148876596,10825.535446891708,14543.023244002137
355,10426.771148876596,10825.535446891708,14813.712291069629
356,10426.771148876596,10825.535446891708,14867.774977327217
357,10426.771148876596,10825.535446891708,14828.08727231837
358,10426.771148876596,10825.535446891708,14552.158503244353
359,10426.771148876596,10825.535446891708,14441.358935367865
360,10426.771148876596,10825.535446891708,14435.436490340651
361,10426.771148876596,10825.535446891708,14512.94327091418
362,10426.771148876596,10825.535446891708,14614.45875065467
363,10426.771148876596,10825.535446891708,14472.780730863262
364,10426.771148876596,10825.535446891708,14697.561970107126
365,10426.771148876596,10825.535446891708,14738.289115009064
366,10426.771148876596,10825.535446891708,14719.28390150929
367,10426.771148876596,10825.535446891708,14649.452439600866
368,10426.771148876596,10825.535446891708,14605.623511563415
369,10426.771148876596,10825.535446891708,14592.602164539083
370,10426.771148876596,10825.535446891708,14673.76588364557
371,10426.771148876596,10825.535446891708,14643.648112743322
372,10426.771148876596,10825.535446891708,14630.373992835897
373,10426.771148876596,10825.535446891708,14551.686030565676
374,10426.771148876596,10825.535446891708,14606.752721265453
375,10426.771148876596,10825.535446891708,14685.544627524981
376,10426.771148876596,10825.535446891708,14819.105566696724
377,10426.771148876596,10825.535446891708,14909.813233912484
378,10426.771148876596,10825.535446891708,14991.255711899392
379,10426.771148876596,10825.535446891708,15134.863782583194
380,10426.771148876596,10825.535446891708,15409.69641504268
381,10426.771148876596,10825.535446891708,15698.294538995415
382,10426.771148876596,10825.535446891708,15923.57187455189
383,10426.771148876596,10825.535446891708,16122.116705948834
384,10426.771148876596,10825.535446891708,16090.987843514215
385,10426.771148876596,10825.535446891708,15622.224075365064
386,10426.771148876596,10825.535446891708,15746.642668204408
387,10426.771148876596,10825.535446891708,15774.220898458772
388,10426.771148876596,10825.535446891708,14507.505110382612
389,10426.771148876596,10825.535446891708,15053.926850362472
390,10426.771148876596,10825.535446891708,14945.069145195343
391,10426.771148876596,11475.275090672505,15751.402830442079
392,10426.771148876596,11475.275090672505,15899.015107077665
393,10426.771148876596,11475.275090672505,15705.256423915716
394,10426.771148876596,11475.275090672505,15766.290444547181
395,10426.771148876596,11475.275090672505,15609.089334897848
396,10426.771148876596,11475.275090672505,15555.52274495287
397,10426.771148876596,11475.275090672505,15683.206124001872
398,10426.771148876596,11475.275090672505,15805.472603789845
399,10426.771148876596,11475.275090672505,15889.258546262987
400,10426.771148876596,11475.275090672505,15945.48515738892
401,10426.771148876596,11475.275090672505,15786.06106378641
402,10426.771148876596,11475.275090672505,15864.708865878945
403,10426.771148876596,11475.275090672505,15880.520164070864
404,10426.771148876596,11475.275090672505,16002.935472752622
405,10426.771148876596,11475.275090672505,15973.734298847005
406,10426.771148876596,11475.275090672505,16268.17690983497
407,10426.771148876596,11475.275090672505,16093.409265992434
408,10426.771148876596,11475.275090672505,16122.501771181955
409,10426.771148876596,11475.275090672505,16132.258331996629
410,10426.771148876596,11475.275090672505,16134.939614448123
411,10426.771148876596,11475.275090672505,16132.15438800732
412,10426.771148876596,11475.275090672505,16109.78516903537
413,10426.771148876596,11475.275090672505,16138.076833034536
414,10426.771148876596,11475.275090672505,16332.622183206478
415,10426.771148876596,11475.275090672505,16382.319221913096
416,10426.771148876596,11475.275090672505,16434.59832380868
417,10426.771148876596,11475.275090672505,16346.333340341678
418,10426.771148876596,11475.275090672505,16394.84683498821
419,10426.771148876596,11475.275090672505,16289.884667056773
420,10426.771148876596,11475.275090672505,16206.857043232905
421,10426.771148876596,11475.275090672505,16777.50245744852
422,10426.771148876596,11475.275090672505,16887.874437550807
423,10426.771148876596,11475.275090672505,17011.37879575691
424,10426.771148876596,11475.275090672505,17001.92934218338
425,10426.771148876596,11475.275090672505,17027.466490465857
426,10426.771148876596,11475.275090672505,16919.010387075607
427,10426.771148876596,11475.275090672505,17037.62465305741
428,10426.771148876596,11475.275090672505,17014.64358196657
429,10426.771148876596,11475.275090672505,16938.95109647916
430,10426.771148876596,11475.275090672505,16855.46044943019
431,10426.771148876596,11475.275090672505,16879.56128076949
432,10426.771148876596,11475.275090672505,17022.583485331732
433,10426.771148876596,11475.275090672505,17211.036300312142
434,10426.771148876596,11475.275090672505,17260.704990658036
435,10426.771148876596,11475.275090672505,17159.014696026432
436,10426.771148876596,11475.275090672505,17327.755950852446
437,10426.771148876596,11475.275090672505,17262.358645033404
438,10426.771148876596,11475.275090672505,17308.346773212405
439,10426.771148876596,11475.275090672505,17298.16971171371
440,10426.771148876596,11475.275090672505,17217.84935633866
441,10426.771148876596,11475.275090672505,16735.92958645175
442,10426.771148876596,11475.275090672505,16398.36675644435
443,10426.771148876596,11475.275090672505,16864.661854847418
444,10426.771148876596,11337.443684583443,16116.99037738519
445,10426.771148876596,11337.443684583443,16169.973463572
446,10426.771148876596,11337.443684583443,16006.845184168667
447,10426.771148876596,11337.443684583443,16101.176716829881
448,10426.771148876596,11337.443684583443,16291.8029061322
449,10426.771148876596,11337.443684583443,16418.390148566672
450,10426.771148876596,11337.443684583443,16347.573581123204
451,10426.771148876596,11337.443684583443,16402.467819295267
452,10426.771148876596,11337.443684583443,16124.549940244018
453,10426.771148876596,11337.443684583443,16155.159082732094
454,10426.771148876596,11101.249242706323,15806.932544366959
455,10426.771148876596,11101.249242706323,15426.381787690148
456,10426.771148876596,11101.249242706323,15718.92742087323
457,10426.771148876596,11101.249242706323,15505.766647161421
458,10426.771148876596,11101.249242706323,15817.319856207669
459,10426.771148876596,11101.249242706323,16055.920921302824
460,10426.771148876596,11101.249242706323,16190.866205423088
461,10426.771148876596,11101.249242706323,16157.025349812866
462,10426.771148876596,11101.249242706323,16057.458819871918
463,10426.771148876596,11101.249242706323,16115.660366794717
464,10426.771148876596,11101.249242706323,16123.933363398344
465,10426.771148876596,11101.249242706323,15938.201991047115
466,10426.771148876596,11101.249242706323,15812.71560995396
467,10426.771148876596,11101.249242706323,15971.93654030464
468,10426.771148876596,11101.249242706323,15562.307452618667
469,10426.771148876596,11101.249242706323,15285.488072545346
470,10426.771148876596,11101.249242706323,14902.104842159872
471,10426.771148876596,11101.249242706323,15131.374571851164
472,10426.771148876596,11101.249242706323,15211.728000313722
473,10426.771148876596,11101.249242706323,14631.864644137122
474,10426.771148876596,11101.249242706323,14613.771302907195
475,10426.771148876596,11101.249242706323,14872.932016614976
476,10426.771148876596,11101.249242706323,14975.716085497712
477,10426.771148876596,11101.249242706323,15024.718589366672
478,10426.771148876596,11101.249242706323,15540.680015752241
479,10426.771148876596,11101.249242706323,16026.39374124892
480,10426.771148876596,11101.249242706323,15746.203268613239
481,10426.771148876596,11101.249242706323,15824.336075486017
482,10426.771148876596,11101.249242706323,15838.229134602507
483,10426.771148876596,11101.249242706323,15723.363939326005
484,10426.771148876596,11101.249242706323,15408.217575558421
485,10426.771148876596,11101.249242706323,15473.780246815004
486,10426.771148876596,11101.249242706323,15587.34377986175
487,10426.771148876596,11101.249242706323,15633.65082709886
488,10426.771148876596,11101.249242706323,15174.381397427718
489,10426.771148876596,11101.249242706323,15090.078097371423
490,10426.771148876596,11101.249242706323,15087.689747980712
491,10426.771148876596,11101.249242706323,15071.084695688616
492,10426.771148876596,11101.249242706323,15014.236782990229
493,10426.771148876596,11101.249242706323,15255.058469675168
494,10426.771148876596,11101.249242706323,15267.864841630702
495,10426.771148876596,11101.249242706323,15379.942448103013
496,10426.771148876596,11101.249242706323,15325.336418264946
497,10426.771148876596,11101.249242706323,15116.76571662648
498,10426.771148876596,11101.249242706323,15110.380248374164
499,10426.771148876596,11101.249242706323,15256.953085116662
500,10426.771148876596,11101.249242706323,15434.267356697266
501,10426.771148876596,11101.249242706323,15514.434158451746
502,10426.771148876596,11101.249242706323,15554.514015783896
503,10426.771148876596,11101.249242706323,15877.442004569284
504,10426.771148876596,11101.249242706323,15910.517454440052
505,10426.771148876596,11101.249242706323,15785.593315834521
506,10426.771148876596,11101.249242706323,15782.985266648224
507,10426.771148876596,11567.318636361826,16487.418406921348
508,10426.771148876596,11567.318636361826,16763.54088979362
509,10426.771148876596,11567.318636361826,16508.19775532955
510,10426.771148876596,11567.318636361826,16636.497711224227
511,10426.771148876596,11567.318636361826,16651.444384414168
512,10426.771148876596,11567.318636361826,16700.293334662558
513,10426.771148876596,11567.318636361826,16595.602838521358
514,10426.771148876596,11567.318636361826,16413.150426560147
515,10426.771148876596,11567.318636361826,16533.708917614706
516,10426.771148876596,11567.318636361826,16628.201090986666
517,10426.771148876596,11567.318636361826,16471.812634344657
518,10426.771148876596,11567.318636361826,16588.688200868924
519,10426.771148876596,11567.318636361826,16270.541635591746
520,10426.771148876596,11567.318636361826,16218.097168258624
521,10426.771148876596,11567.318636361826,16411.33613147403
522,10426.771148876596,11567.318636361826,16368.815952756513
523,10426.771148876596,11567.318636361826,16630.809140172958
524,10426.771148876596,11567.318636361826,16689.431187779777
525,10426.771148876596,11567.318636361826,16841.38076360562
526,10426.771148876596,11567.318636361826,16725.12177392702
527,10426.771148876596,11567.318636361826,16720.949840174308
528,10426.771148876596,11567.318636361826,16641.012187668985
529,10426.771148876596,11567.318636361826,16487.87906778306
530,10426.771148876596,11567.318636361826,16570.273578217497
531,10426.771148876596,11567.318636361826,16342.82995542929
532,10426.771148876596,11567.318636361826,16457.638453984353
533,10426.771148876596,11567.318636361826,16501.235870409248
534,10426.771148876596,11567.318636361826,16483.151978632897
535,10426.771148876596,11567.318636361826,16501.623298005765
536,10426.771148876596,11567.318636361826,16579.904933772326
537,10426.771148876596,11567.318636361826,16536.54139132337
538,10426.771148876596,11567.318636361826,16512.055494750944
539,10426.771148876596,11567.318636361826,16437.8394863844
540,10426.771148876596,11567.318636361826,16516.844005349336
541,10426.771148876596,11567.318636361826,16607.823344355333
542,10426.771148876596,11567.318636361826,16623.94883687857
543,10426.771148876596,11567.318636361826,16626.580509698804
544,10426.771148876596,11567.318636361826,16778.3316469996
545,10426.771148876596,11567.318636361826,16838.928630403283
546,10426.771148876596,11567.318636361826,16675.453083581124
547,10426.771148876596,11567.318636361826,16440.85386207436
